Product Id,Product Handle,Product Title,Product Subtitle,Product Status,Product External Id,Product Description,Product Is Giftcard,Product Discountable,Product Thumbnail,Product Collection Id,Product Type Id,Product Weight,Product Length,Product Height,Product Width,Product Hs Code,Product Origin Country,Product Mid Code,Product Material,Product Created At,Product Updated At,Product Deleted At,Product Image 1,Product Sales Channel 1,Variant Id,Variant Title,Variant Sku,Variant Barcode,Variant Ean,Variant Upc,Variant Allow Backorder,Variant Manage Inventory,Variant Hs Code,Variant Origin Country,Variant Mid Code,Variant Material,Variant Weight,Variant Length,Variant Height,Variant Width,Variant Metadata,Variant Variant Rank,Variant Thumbnail,Variant Product Id,Variant Created At,Variant Updated At,Variant Deleted At,Variant Price KES,Variant Price EUR,Variant Option 1 Id,Variant Option 1 Name,Variant Option 1 Value,Variant Image 1,Variant Price USD
prod_01M07T7B8RDVHA0GEW01QY6GW3,4000d-airflow-tempered-glass-mid-tower-atx-case-black,4000D AIRFLOW Tempered Glass Mid-Tower ATX Case — Black,,published,,"The CORSAIR 4000D is a distinctive, yet minimalist, mid-tower ATX case with easy cable management and exceptional cooling, with two included CORSAIR AirGuide fans.",false,true,http://localhost:9000/static/1786968780051-4000d-airflow-tempered-glass-mid-tower-atx-case-black.webp,,,,,,,,,,,Mon Aug 17 2026 15:13:00 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:00 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968780051-4000d-airflow-tempered-glass-mid-tower-atx-case-black.webp,,variant_01M07T7B9FTFVKPQE8XMMW668S,Default,CC-9011200-WW,,,,false,true,,,,,,,,,,0,,prod_01M07T7B8RDVHA0GEW01QY6GW3,Mon Aug 17 2026 15:13:00 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:00 GMT+0300 (East Africa Time),,,,opt_01M07T7B8RBJ44X32HBTX9M7NY,Configuration,Default,http://localhost:9000/static/1786968780051-4000d-airflow-tempered-glass-mid-tower-atx-case-black.webp,104.99
prod_01M07T7EV2TQPA5PR3G24XJRR7,north-pc-case-series-fractal-design,North PC Case Series — Fractal Design,,published,,"North reimagines the gaming PC, introducing natural materials and bespoke details to make gaming a stylish addition to your living space.",false,true,http://localhost:9000/static/1786968783707-north-pc-case-series-fractal-design.jpg,,,,,,,,,,,Mon Aug 17 2026 15:13:03 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:03 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968783707-north-pc-case-series-fractal-design.jpg,,variant_01M07T7EWKTQG6P9AVXK6XMZ7T,Default,INGEST-NORTH-PC-CASE-SERIES-FRACTAL-DESIGN,,,,false,true,,,,,,,,,,0,,prod_01M07T7EV2TQPA5PR3G24XJRR7,Mon Aug 17 2026 15:13:03 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:03 GMT+0300 (East Africa Time),,,,opt_01M07T7EV2W61V7TMY7C9A9WD9,Configuration,Default,http://localhost:9000/static/1786968783707-north-pc-case-series-fractal-design.jpg,139.99
prod_01M07T7RGC03Z9BF9MG67SEY97,arctic-cooling-mounts-equipment,"ARCTIC - Cooling, Mounts, Equipment",,published,,ACFRE00136A | The brand new Liquid Freezer III 360 now available | New design and higher performance thanks to an in-house developed pump in a new format | Liquid Freezer III | 23 Years ARCTIC,false,true,http://localhost:9000/static/1786968793607-arctic-cooling-mounts-equipment.png,,,,,,,,,,,Mon Aug 17 2026 15:13:13 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:13 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968793607-arctic-cooling-mounts-equipment.png,,variant_01M07T7RHGPZ65PFR46W3RPZAB,Default,INGEST-ARCTIC-COOLING-MOUNTS-EQUIPMENT,,,,false,true,,,,,,,,,,0,,prod_01M07T7RGC03Z9BF9MG67SEY97,Mon Aug 17 2026 15:13:13 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:13 GMT+0300 (East Africa Time),,,,opt_01M07T7RGCF6ZKHDX4PR4RES33,Configuration,Default,http://localhost:9000/static/1786968793607-arctic-cooling-mounts-equipment.png,139.99
prod_01M07T7Y6C402EWXV2CVE3F8DR,pro-x-superlight-2,PRO X SUPERLIGHT 2,,published,,"Shop PRO X Superlight 2 Gaming Mouse. Features LIGHTFORCE switches, HERO 2 sensor, up to 95 hr battery life, smooth glide mouse feet, USB-C charging, POWERPLAY",false,true,http://localhost:9000/static/1786968799430-pro-x-superlight-2.png,,,,,,,,,,,Mon Aug 17 2026 15:13:19 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:19 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968799430-pro-x-superlight-2.png,,variant_01M07T7Y791JRYZJX3S81XDA3K,Default,INGEST-PRO-X-SUPERLIGHT-2,,,,false,true,,,,,,,,,,0,,prod_01M07T7Y6C402EWXV2CVE3F8DR,Mon Aug 17 2026 15:13:19 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:19 GMT+0300 (East Africa Time),,,,opt_01M07T7Y6CQ58PQ8M07NFPBP8T,Configuration,Default,http://localhost:9000/static/1786968799430-pro-x-superlight-2.png,159.99
prod_01M07T85EZCX17MCE8ZW0DHQX1,keychron,Keychron,,published,,"Keychron Q1 version 2 is a fully customized 75% layout mechanical keyboard packed with all premium features and unlimited possibilities. Q1 is an all-metal keyboard that allows customizable capabilities for every key switch, keycap, knob, and stabilizer. It’s made for your personalized experience and a more comfortable typing experience.",false,true,http://localhost:9000/static/1786968806873-keychron.jpg,,,,,,,,,,,Mon Aug 17 2026 15:13:26 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:26 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968806873-keychron.jpg,,variant_01M07T85FWTGZ2QDYBPCR6R1WG,Default,INGEST-KEYCHRON,,,,false,true,,,,,,,,,,0,,prod_01M07T85EZCX17MCE8ZW0DHQX1,Mon Aug 17 2026 15:13:26 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:13:26 GMT+0300 (East Africa Time),,,,opt_01M07T85EZ8D303X3XM8YRGMS2,Configuration,Default,http://localhost:9000/static/1786968806873-keychron.jpg,169.99
prod_01M07T9XZ400EYDJBD5XHKC59T,intel-core-i9-14900k,Intel Core i9-14900K,,published,,"Benchmarks, specifications, and user reviews for Intel Core i9-14900K. Compare the CPU with other processors and find out how it performs in tests.",false,true,http://localhost:9000/static/1786968864728-intel-core-i9-14900k.png,,,,,,,,,,,Mon Aug 17 2026 15:14:24 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:14:24 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968864728-intel-core-i9-14900k.png,,variant_01M07T9Y19BSQ3Z4C7GG5YF0GP,Default,INGEST-INTEL-CORE-I9-14900K,,,,false,true,,,,,,,,,,0,,prod_01M07T9XZ400EYDJBD5XHKC59T,Mon Aug 17 2026 15:14:24 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:14:24 GMT+0300 (East Africa Time),,,,opt_01M07T9XZ4B5Z2R83MA73CZWTV,Configuration,Default,http://localhost:9000/static/1786968864728-intel-core-i9-14900k.png,549.99
prod_01M07TA4MHTVVQA1CK32HD4YXC,intel-core-i7-14700k,Intel Core i7-14700K,,published,,"Benchmarks, specifications, and user reviews for Intel Core i7-14700K. Compare the CPU with other processors and find out how it performs in tests.",false,true,http://localhost:9000/static/1786968871561-intel-core-i7-14700k.png,,,,,,,,,,,Mon Aug 17 2026 15:14:31 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:14:31 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968871561-intel-core-i7-14700k.png,,variant_01M07TA4NSCCRXJXDGWZGXKB4D,Default,INGEST-INTEL-CORE-I7-14700K,,,,false,true,,,,,,,,,,0,,prod_01M07TA4MHTVVQA1CK32HD4YXC,Mon Aug 17 2026 15:14:31 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:14:31 GMT+0300 (East Africa Time),,,,opt_01M07TA4MH5K7Y3M0ANT1BRVYK,Configuration,Default,http://localhost:9000/static/1786968871561-intel-core-i7-14700k.png,399.99
prod_01M07TAM38XE6W1XBGCE5HAD6Y,amd-radeon-rx-7800-xt-drivers-and-downloads-latest-version,AMD Radeon™ RX 7800 XT Drivers and Downloads | Latest Version,,published,,Get drivers and downloads for the latest version of AMD Radeon™ RX 7800 XT,false,true,http://localhost:9000/static/1786968887392-amd-radeon-rx-7800-xt-drivers-and-downloads-latest-version.jpg,,,,,,,,,,,Mon Aug 17 2026 15:14:47 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:14:47 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968887392-amd-radeon-rx-7800-xt-drivers-and-downloads-latest-version.jpg,,variant_01M07TAM4EA9N2WC7E0FMEE5G8,Default,INGEST-AMD-RADEON-RX-7800-XT-DRIVERS-AND-DOWNLOADS-LATEST-VERSION,,,,false,true,,,,,,,,,,0,,prod_01M07TAM38XE6W1XBGCE5HAD6Y,Mon Aug 17 2026 15:14:47 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:14:47 GMT+0300 (East Africa Time),,,,opt_01M07TAM38X1DSSS1YHFFDTGSJ,Configuration,Default,http://localhost:9000/static/1786968887392-amd-radeon-rx-7800-xt-drivers-and-downloads-latest-version.jpg,499.99
prod_01M07TAX1V4F1DKCG1Y23Z7063,mpg-z790-carbon-wifi,MPG Z790 CARBON WIFI,,published,,"MPG series motherboards offer carbon black color scheme for PC build, tuned for better performance by direct 19 phases VRM power, DDR5 memory with Memory Boost, Lightning Gen5 solution, Premium Thermal Solution, Wi-Fi 6E, 2.5G LAN, USB 3.2 Gen 2x2",false,true,http://localhost:9000/static/1786968896565-mpg-z790-carbon-wifi.webp,,,,,,,,,,,Mon Aug 17 2026 15:14:56 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:14:56 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968896565-mpg-z790-carbon-wifi.webp,,variant_01M07TAX2T7QRVNDE5GKZ7435C,Default,INGEST-MPG-Z790-CARBON-WIFI,,,,false,true,,,,,,,,,,0,,prod_01M07TAX1V4F1DKCG1Y23Z7063,Mon Aug 17 2026 15:14:56 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:14:56 GMT+0300 (East Africa Time),,,,opt_01M07TAX1V0HSMR0BYF3ZNV970,Configuration,Default,http://localhost:9000/static/1786968896565-mpg-z790-carbon-wifi.webp,349.99
prod_01M07TB21WM73617QZP8GZPJ19,mag-b650-tomahawk-wifi,MAG B650 TOMAHAWK WIFI,,published,,"Powered by AMD Ryzen 7000 series processors, the MSI MAG B650 TOMAHAWK WIFI is hardened with performance essential specifications to outlast enemies. Tuned for better performance by Core boost, memory Boost, Premium Thermal Solution, M.2 Shield Frozr.",false,true,http://localhost:9000/static/1786968901684-mag-b650-tomahawk-wifi.webp,,,,,,,,,,,Mon Aug 17 2026 15:15:01 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:01 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968901684-mag-b650-tomahawk-wifi.webp,,variant_01M07TB239NVHM0E5VSTP6K9MF,Default,INGEST-MAG-B650-TOMAHAWK-WIFI,,,,false,true,,,,,,,,,,0,,prod_01M07TB21WM73617QZP8GZPJ19,Mon Aug 17 2026 15:15:01 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:01 GMT+0300 (East Africa Time),,,,opt_01M07TB21WVFNRPFGWB6PWX254,Configuration,Default,http://localhost:9000/static/1786968901684-mag-b650-tomahawk-wifi.webp,219.99
prod_01M07TBMQW7J6WYA0QAC4922YD,kingston-fury-beast-ddr5-sdram-ram-memory-walmart-com,Kingston FURY Beast DDR5 SDRAM RAM Memory - Walmart.com,,published,,Buy Kingston FURY Beast DDR5 SDRAM RAM Memory at Walmart.com,false,true,http://localhost:9000/static/1786968920820-kingston-fury-beast-ddr5-sdram-ram-memory-walmart-com.jpg,,,,,,,,,,,Mon Aug 17 2026 15:15:20 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:20 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968920820-kingston-fury-beast-ddr5-sdram-ram-memory-walmart-com.jpg,,variant_01M07TBMRYXR541WDMKFMN8F2C,Default,INGEST-KINGSTON-FURY-BEAST-DDR5-SDRAM-RAM-MEMORY-WALMART-COM,,,,false,true,,,,,,,,,,0,,prod_01M07TBMQW7J6WYA0QAC4922YD,Mon Aug 17 2026 15:15:20 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:20 GMT+0300 (East Africa Time),,,,opt_01M07TBMQW1R00D4P870QJM7XQ,Configuration,Default,http://localhost:9000/static/1786968920820-kingston-fury-beast-ddr5-sdram-ram-memory-walmart-com.jpg,99.99
prod_01M07TBTZ24GEE9GH4WE86YYCQ,990-pro-nvme-m-2-ssd-2-tb-mz-v9p2t0bw-samsung-cz,990 PRO NVMe™ M.2 SSD 2 TB MZ-V9P2T0BW | Samsung CZ,,published,,990 PRO NVMe™ M.2 SSD 2 TB - Podívejte se na vlastnosti a funkce. Zjistěte více a objevte to nejlepší v kategorii Paměti a úložiště na stránce Samsung Česká republika.,false,true,http://localhost:9000/static/1786968927195-990-pro-nvme-m-2-ssd-2-tb-mz-v9p2t0bw-samsung-cz.png,,,,,,,,,,,Mon Aug 17 2026 15:15:27 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:27 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968927195-990-pro-nvme-m-2-ssd-2-tb-mz-v9p2t0bw-samsung-cz.png,,variant_01M07TBV0V0AVTDTPE5GZF3STB,Default,INGEST-990-PRO-NVME-M-2-SSD-2-TB-MZ-V9P2T0BW-SAMSUNG-CZ,,,,false,true,,,,,,,,,,0,,prod_01M07TBTZ24GEE9GH4WE86YYCQ,Mon Aug 17 2026 15:15:27 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:27 GMT+0300 (East Africa Time),,,,opt_01M07TBTZ20D6A97V104RS9J78,Configuration,Default,http://localhost:9000/static/1786968927195-990-pro-nvme-m-2-ssd-2-tb-mz-v9p2t0bw-samsung-cz.png,169.99
prod_01M07TC3VJ3KQG100R723ZYJ97,sandisk-us,Sandisk - US,,published,,"High-performance SSDs, memory cards, and USB Flash Drives designed to prioritize speed, reliability, and energy efficiency for gamers, digital photography, and every day users.",false,true,http://localhost:9000/static/1786968936300-sandisk-us.png,,,,,,,,,,,Mon Aug 17 2026 15:15:36 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:36 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968936300-sandisk-us.png,,variant_01M07TC3WMFA8YGRW4GTKG7X1G,Default,INGEST-SANDISK-US,,,,false,true,,,,,,,,,,0,,prod_01M07TC3VJ3KQG100R723ZYJ97,Mon Aug 17 2026 15:15:36 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:36 GMT+0300 (East Africa Time),,,,opt_01M07TC3VJ6068G19FT3HD1RGK,Configuration,Default,http://localhost:9000/static/1786968936300-sandisk-us.png,149.99
prod_01M07TCH9VGSPGX4JVNENY2A3D,crucial-t500-2tb-gen4-nvme-m-2-internal-gaming-ssd-up-to-7400mb-s-laptop-desktop-compatible-1mo,"Crucial T500 2TB Gen4 NVMe M.2 Internal Gaming SSD, Up to 7400MB/s, laptop & desktop Compatible + 1mo Adobe CC All Apps - CT2000T500SSD8",,published,,"Experience lightning-fast gaming and content creation with the Crucial T500 2TB Gen4 NVMe M.2 SSD, offering speeds up to 7400MB/s. Compatible with laptops and desktops, it includes a month of Adobe Creative Cloud for enhanced productivity.",false,true,http://localhost:9000/static/1786968950065-crucial-t500-2tb-gen4-nvme-m-2-internal-gaming-ssd-up-to-7400mb-s-laptop-desktop-compatible-1mo.png,,,,,,,,,,,Mon Aug 17 2026 15:15:50 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:50 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968950065-crucial-t500-2tb-gen4-nvme-m-2-internal-gaming-ssd-up-to-7400mb-s-laptop-desktop-compatible-1mo.png,,variant_01M07TCHB5YGEWWY80Q5RYXYJ4,Default,INGEST-CRUCIAL-T500-2TB-GEN4-NVME-M-2-INTERNAL-GAMING-SSD-UP-TO-7400MB-S-LAPTOP-DESKTOP-COMPATIBLE-1MO,,,,false,true,,,,,,,,,,0,,prod_01M07TCH9VGSPGX4JVNENY2A3D,Mon Aug 17 2026 15:15:50 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:15:50 GMT+0300 (East Africa Time),,,,opt_01M07TCH9V85MPZT7DB6YPJGFT,Configuration,Default,http://localhost:9000/static/1786968950065-crucial-t500-2tb-gen4-nvme-m-2-internal-gaming-ssd-up-to-7400mb-s-laptop-desktop-compatible-1mo.png,139.99
prod_01M07TCXJK4Q3WVXHJRGNT5NVS,be-quiet-pure-power-12-850w-atx3-1-atx3-0-compatible-power-supply-80-plus-gold-certified-effici,be quiet! Pure Power 12 850W ATX3.1/ ATX3.0 Compatible Power Supply | 80 Plus GOLD Certified Efficiency | BP004US,,published,,"Experience reliable power with the be quiet! Pure Power 12 850W Power Supply. Featuring 80 PLUS GOLD efficiency and ATX3.1/ATX3.0 compatibility, it ensures optimal performance.",false,true,http://localhost:9000/static/1786968962633-be-quiet-pure-power-12-850w-atx3-1-atx3-0-compatible-power-supply-80-plus-gold-certified-effici.jpg,,,,,,,,,,,Mon Aug 17 2026 15:16:02 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:16:02 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968962633-be-quiet-pure-power-12-850w-atx3-1-atx3-0-compatible-power-supply-80-plus-gold-certified-effici.jpg,,variant_01M07TCXKJP0T3R42CN940WZ77,Default,INGEST-BE-QUIET-PURE-POWER-12-850W-ATX3-1-ATX3-0-COMPATIBLE-POWER-SUPPLY-80-PLUS-GOLD-CERTIFIED-EFFICI,,,,false,true,,,,,,,,,,0,,prod_01M07TCXJK4Q3WVXHJRGNT5NVS,Mon Aug 17 2026 15:16:02 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:16:02 GMT+0300 (East Africa Time),,,,opt_01M07TCXJKP3X22K19GDRJVWEZ,Configuration,Default,http://localhost:9000/static/1786968962633-be-quiet-pure-power-12-850w-atx3-1-atx3-0-compatible-power-supply-80-plus-gold-certified-effici.jpg,139.99
prod_01M07TDDD8QD0283PHF1TEZC7W,noctua-nh-d15-premium-cpu-cooler-with-2x-nf-a15-pwm-140mm-fans-brown,"Noctua NH-D15, Premium CPU Cooler with 2x NF-A15 PWM 140mm Fans (Brown)",,published,,"Buy Noctua NH-D15, Premium CPU Cooler with 2x NF-A15 PWM 140mm Fans (Brown) with fast shipping and top-rated customer service. Newegg shopping upgraded ™",false,true,http://localhost:9000/static/1786968978843-noctua-nh-d15-premium-cpu-cooler-with-2x-nf-a15-pwm-140mm-fans-brown.jpg,,,,,,,,,,,Mon Aug 17 2026 15:16:18 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:16:18 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968978843-noctua-nh-d15-premium-cpu-cooler-with-2x-nf-a15-pwm-140mm-fans-brown.jpg,,variant_01M07TDDET4KFVGG68FS2FG0EZ,Default,INGEST-NOCTUA-NH-D15-PREMIUM-CPU-COOLER-WITH-2X-NF-A15-PWM-140MM-FANS-BROWN,,,,false,true,,,,,,,,,,0,,prod_01M07TDDD8QD0283PHF1TEZC7W,Mon Aug 17 2026 15:16:18 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:16:18 GMT+0300 (East Africa Time),,,,opt_01M07TDDD8R31PCEESFSNGGRA2,Configuration,Default,http://localhost:9000/static/1786968978843-noctua-nh-d15-premium-cpu-cooler-with-2x-nf-a15-pwm-140mm-fans-brown.jpg,109.99
prod_01M07TE1YXV39X3A40SR2WP26E,dell-ultrasharp-27-4k-usb-c-hub-monitor-u2723qe,Dell UltraSharp 27 4K USB-C Hub Monitor - U2723QE,,published,,Be your most productive on a 27-inch 4K monitor with brilliant colour and contrast that features groundbreaking IPS Black technology and a connectivity hub.,false,true,http://localhost:9000/static/1786968999895-dell-ultrasharp-27-4k-usb-c-hub-monitor-u2723qe.png,,,,,,,,,,,Mon Aug 17 2026 15:16:39 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:16:39 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968999895-dell-ultrasharp-27-4k-usb-c-hub-monitor-u2723qe.png,,variant_01M07TE1ZVX3STGAV767RSSNY9,Default,210-bdzq,,,,false,true,,,,,,,,,,0,,prod_01M07TE1YXV39X3A40SR2WP26E,Mon Aug 17 2026 15:16:39 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:16:39 GMT+0300 (East Africa Time),,,,opt_01M07TE1YXX66M4K08SFP9A0XA,Configuration,Default,http://localhost:9000/static/1786968999895-dell-ultrasharp-27-4k-usb-c-hub-monitor-u2723qe.png,549.99
prod_01M07TJY5AN548R2WM0DWG0PZD,kingston-fury-beast-32gb-2x16gb-6000mt-s-ddr5-cl36-desktop-memory-amd-expo-plug-n-play-kit-of-2,Kingston FURY Beast 32GB (2x16GB) 6000MT/s DDR5 CL36 Desktop Memory | AMD EXPO | Plug N Play | Kit of 2| KF560C36BBE2K2-32 - Walmart.com,,published,,"Kingston FURY Beast DDR5 32GB (2x16GB) kit at 6000MT/s with on-die ECC, dual subchannels, and Plug N Play for stability and performance.",false,true,http://localhost:9000/static/1786969159836-kingston-fury-beast-32gb-2x16gb-6000mt-s-ddr5-cl36-desktop-memory-amd-expo-plug-n-play-kit-of-2.jpg,,,,,,,,,,,Mon Aug 17 2026 15:19:19 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:19:19 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786969159836-kingston-fury-beast-32gb-2x16gb-6000mt-s-ddr5-cl36-desktop-memory-amd-expo-plug-n-play-kit-of-2.jpg,,variant_01M07TJY7J3ENSRZ8KN4WWPXM7,Default,INGEST-KINGSTON-FURY-BEAST-32GB-2X16GB-6000MT-S-DDR5-CL36-DESKTOP-MEMORY-AMD-EXPO-PLUG-N-PLAY-KIT-OF-2,,,,false,true,,,,,,,,,,0,,prod_01M07TJY5AN548R2WM0DWG0PZD,Mon Aug 17 2026 15:19:19 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:19:19 GMT+0300 (East Africa Time),,,,opt_01M07TJY5A1E5WXKK5T3EESP8A,Configuration,Default,http://localhost:9000/static/1786969159836-kingston-fury-beast-32gb-2x16gb-6000mt-s-ddr5-cl36-desktop-memory-amd-expo-plug-n-play-kit-of-2.jpg,99.99
prod_01M07TNFMWBF741JYHJ0ZCFC69,thinkpad-x1-carbon-gen-12-14-intel-laptop,ThinkPad X1 Carbon Gen 12 (14ʺ Intel) Laptop,,published,,"Our ultralight premium business laptop, the Lenovo ThinkPad X1 Carbon Gen 12 is powered by Intel vPro on the Evo Edition, with AI-based Intel Core Ultra CPUs.",false,true,http://localhost:9000/static/1786969243281-thinkpad-x1-carbon-gen-12-14-intel-laptop.png,,,,,,,,,,,Mon Aug 17 2026 15:20:43 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:20:43 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786969243281-thinkpad-x1-carbon-gen-12-14-intel-laptop.png,,variant_01M07TNFPFJ9RP8K6VXAPFY461,Default,LEN101T0083,,,,false,true,,,,,,,,,,0,,prod_01M07TNFMWBF741JYHJ0ZCFC69,Mon Aug 17 2026 15:20:43 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:20:43 GMT+0300 (East Africa Time),,,,opt_01M07TNFMXTXTJTMR0GEZV93BR,Configuration,Default,http://localhost:9000/static/1786969243281-thinkpad-x1-carbon-gen-12-14-intel-laptop.png,1499.99
prod_01M07TPB3GQ4NKCENS2E0J6887,hp,HP,,published,,HP hardware component.,false,true,http://localhost:9000/static/1786969271400-hp.jpg,,,,,,,,,,,Mon Aug 17 2026 15:21:11 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:21:11 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786969271400-hp.jpg,,variant_01M07TPB4MAM0CVHF4797BC0H0,Default,INGEST-HP,,,,false,true,,,,,,,,,,0,,prod_01M07TPB3GQ4NKCENS2E0J6887,Mon Aug 17 2026 15:21:11 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:21:11 GMT+0300 (East Africa Time),,,,opt_01M07TPB3GMRZQTEGRJMKXWY91,Configuration,Default,http://localhost:9000/static/1786969271400-hp.jpg,1399.99
prod_01M07TQFP3H77VBAGG60Y5ERMX,apple,Apple,,published,,"See what makes each Mac laptop and desktop different. And find the one that’s perfect for your life, your work, and your budget.",false,true,http://localhost:9000/static/1786969308859-apple.png,,,,,,,,,,,Mon Aug 17 2026 15:21:48 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:21:48 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786969308859-apple.png,,variant_01M07TQFQ477ZZN2Z2F5T8BTQ0,Default,INGEST-APPLE,,,,false,true,,,,,,,,,,0,,prod_01M07TQFP3H77VBAGG60Y5ERMX,Mon Aug 17 2026 15:21:48 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:21:48 GMT+0300 (East Africa Time),,,,opt_01M07TQFP3ZJM0VQXXWTJ9XEHE,Configuration,Default,http://localhost:9000/static/1786969308859-apple.png,1099.99
prod_01M07TQRBEXWM4Z5QJSWZ0CC4M,rog-zephyrus-g14-2024,ROG Zephyrus G14 (2024),,published,,"Game and create on the go with the power of the all new 2024 Zephyrus G14. Powered by up to an AMD™ Ryzen 9 8940H processor and an NVIDIA® GeForce RTX™ 4070 Laptop GPU, this machine is ready to easily handle the latest games and creative applications. ​",false,true,http://localhost:9000/static/1786969317728-rog-zephyrus-g14-2024.png,,,,,,,,,,,Mon Aug 17 2026 15:21:57 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:21:57 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786969317728-rog-zephyrus-g14-2024.png,,variant_01M07TQRDX9KBE4WJ3G40QDTQ4,Default,INGEST-ROG-ZEPHYRUS-G14-2024,,,,false,true,,,,,,,,,,0,,prod_01M07TQRBEXWM4Z5QJSWZ0CC4M,Mon Aug 17 2026 15:21:57 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:21:57 GMT+0300 (East Africa Time),,,,opt_01M07TQRBF0FVYVFZ702QXEVHC,Configuration,Default,http://localhost:9000/static/1786969317728-rog-zephyrus-g14-2024.png,1599.99
